family,leg,lag,loo,n,corr,day,predictor
SLEEP_POD,SLEEP_POD_COTTON,2,True,9997,-0.004170258051652362,3,mid
SLEEP_POD,SLEEP_POD_COTTON,3,True,9996,0.0048466329098439415,3,mid
SLEEP_POD,SLEEP_POD_COTTON,4,True,9995,0.013231706773782874,3,mid
SLEEP_POD,SLEEP_POD_COTTON,5,True,9994,0.02430608939898102,3,mid
MICROCHIP,MICROCHIP_CIRCLE,1,True,9998,-0.001487292133259793,3,mid
MICROCHIP,MICROCHIP_CIRCLE,2,True,9997,-0.001497436060804365,3,mid
MICROCHIP,MICROCHIP_CIRCLE,3,True,9996,0.004710184488049957,3,mid
MICROCHIP,MICROCHIP_CIRCLE,4,True,9995,-0.005083694334110643,3,mid
MICROCHIP,MICROCHIP_CIRCLE,5,True,9994,-0.010001797838193976,3,mid
MICROCHIP,MICROCHIP_OVAL,1,True,9998,-0.005469052276346866,3,mid
MICROCHIP,MICROCHIP_OVAL,2,True,9997,-0.0024910179092960233,3,mid
MICROCHIP,MICROCHIP_OVAL,3,True,9996,-0.0015287469179493442,3,mid
MICROCHIP,MICROCHIP_OVAL,4,True,9995,-0.015315650915330424,3,mid
MICROCHIP,MICROCHIP_OVAL,5,True,9994,0.00022962559388689182,3,mid
MICROCHIP,MICROCHIP_SQUARE,1,True,9998,0.00175234890811384,3,mid
MICROCHIP,MICROCHIP_SQUARE,2,True,9997,-0.0010935017503399089,3,mid
MICROCHIP,MICROCHIP_SQUARE,3,True,9996,0.0007104581585757567,3,mid
MICROCHIP,MICROCHIP_SQUARE,4,True,9995,-0.0051907970197534,3,mid
MICROCHIP,MICROCHIP_SQUARE,5,True,9994,-0.008968703426561371,3,mid
MICROCHIP,MICROCHIP_RECTANGLE,1,True,9998,-0.006884887516049142,3,mid
MICROCHIP,MICROCHIP_RECTANGLE,2,True,9997,-0.006661713028297964,3,mid
MICROCHIP,MICROCHIP_RECTANGLE,3,True,9996,-0.01090899934279136,3,mid
MICROCHIP,MICROCHIP_RECTANGLE,4,True,9995,0.009516746075594124,3,mid
MICROCHIP,MICROCHIP_RECTANGLE,5,True,9994,-0.003439894614017738,3,mid
MICROCHIP,MICROCHIP_TRIANGLE,1,True,9998,0.006079220623296045,3,mid
MICROCHIP,MICROCHIP_TRIANGLE,2,True,9997,-0.0037136485935565255,3,mid
MICROCHIP,MICROCHIP_TRIANGLE,3,True,9996,-0.005739464837760721,3,mid
MICROCHIP,MICROCHIP_TRIANGLE,4,True,9995,9.463378427808472e-05,3,mid
MICROCHIP,MICROCHIP_TRIANGLE,5,True,9994,0.0006856436728988551,3,mid
PEBBLES,PEBBLES_XS,1,True,9998,0.015257170482690041,3,mid
PEBBLES,PEBBLES_XS,2,True,9997,-0.006767149674860645,3,mid
PEBBLES,PEBBLES_XS,3,True,9996,-0.013236219693980674,3,mid
PEBBLES,PEBBLES_XS,4,True,9995,-0.0012734842698813153,3,mid
PEBBLES,PEBBLES_XS,5,True,9994,-0.01695841008874143,3,mid
PEBBLES,PEBBLES_S,1,True,9998,-0.0031027788425770503,3,mid
PEBBLES,PEBBLES_S,2,True,9997,-0.0063615814001614715,3,mid
PEBBLES,PEBBLES_S,3,True,9996,0.02308502048706821,3,mid
PEBBLES,PEBBLES_S,4,True,9995,0.013093022951956912,3,mid
PEBBLES,PEBBLES_S,5,True,9994,0.004738263896154213,3,mid
PEBBLES,PEBBLES_M,1,True,9998,0.007753040261014837,3,mid
PEBBLES,PEBBLES_M,2,True,9997,-0.008355321181678897,3,mid
PEBBLES,PEBBLES_M,3,True,9996,-0.0006409212475215412,3,mid
PEBBLES,PEBBLES_M,4,True,9995,0.01314286884864549,3,mid
PEBBLES,PEBBLES_M,5,True,9994,-0.013802549717948403,3,mid
PEBBLES,PEBBLES_L,1,True,9998,-0.007300492764451652,3,mid
PEBBLES,PEBBLES_L,2,True,9997,0.0026052364896025316,3,mid
PEBBLES,PEBBLES_L,3,True,9996,-0.00031281547515169347,3,mid
PEBBLES,PEBBLES_L,4,True,9995,0.0031004303684111704,3,mid
PEBBLES,PEBBLES_L,5,True,9994,0.01679670989022279,3,mid
PEBBLES,PEBBLES_XL,1,True,9998,-0.012387940051516722,3,mid
PEBBLES,PEBBLES_XL,2,True,9997,-0.004455742462373059,3,mid
PEBBLES,PEBBLES_XL,3,True,9996,-0.0035548538942648243,3,mid
PEBBLES,PEBBLES_XL,4,True,9995,-0.00616642625673672,3,mid
PEBBLES,PEBBLES_XL,5,True,9994,-0.01134083032645769,3,mid
ROBOT,ROBOT_VACUUMING,1,True,9998,-0.0010370060552865375,3,mid
ROBOT,ROBOT_VACUUMING,2,True,9997,0.019979952503347883,3,mid
ROBOT,ROBOT_VACUUMING,3,True,9996,-0.007122648312291451,3,mid
ROBOT,ROBOT_VACUUMING,4,True,9995,0.01933936633940992,3,mid
ROBOT,ROBOT_VACUUMING,5,True,9994,-0.0075985830949045746,3,mid
ROBOT,ROBOT_MOPPING,1,True,9998,-0.005248211693007961,3,mid
ROBOT,ROBOT_MOPPING,2,True,9997,0.0033893870970995196,3,mid
ROBOT,ROBOT_MOPPING,3,True,9996,-0.018624500130105803,3,mid
ROBOT,ROBOT_MOPPING,4,True,9995,-0.004033575524682135,3,mid
ROBOT,ROBOT_MOPPING,5,True,9994,0.011273144967603775,3,mid
ROBOT,ROBOT_DISHES,1,True,9998,-0.00022608314269565927,3,mid
ROBOT,ROBOT_DISHES,2,True,9997,-0.009131634243964393,3,mid
ROBOT,ROBOT_DISHES,3,True,9996,-0.022966463925740938,3,mid
ROBOT,ROBOT_DISHES,4,True,9995,-0.005981139278373291,3,mid
ROBOT,ROBOT_DISHES,5,True,9994,-0.006296623907150064,3,mid
ROBOT,ROBOT_LAUNDRY,1,True,9998,-0.012958441993496389,3,mid
ROBOT,ROBOT_LAUNDRY,2,True,9997,-0.005657613880139558,3,mid
ROBOT,ROBOT_LAUNDRY,3,True,9996,0.0037581420281137933,3,mid
ROBOT,ROBOT_LAUNDRY,4,True,9995,-0.014689157437973681,3,mid
ROBOT,ROBOT_LAUNDRY,5,True,9994,-0.004438765306465298,3,mid
ROBOT,ROBOT_IRONING,1,True,9998,0.007819463265092854,3,mid
ROBOT,ROBOT_IRONING,2,True,9997,-0.001450498781959623,3,mid
ROBOT,ROBOT_IRONING,3,True,9996,0.025125171855442052,3,mid
ROBOT,ROBOT_IRONING,4,True,9995,0.01046562612512755,3,mid
ROBOT,ROBOT_IRONING,5,True,9994,0.005644089457780425,3,mid
UV_VISOR,UV_VISOR_AMBER,1,True,9998,-0.012217431216898587,3,mid
UV_VISOR,UV_VISOR_AMBER,2,True,9997,0.014823189601627233,3,mid
UV_VISOR,UV_VISOR_AMBER,3,True,9996,-0.014815573623639585,3,mid
UV_VISOR,UV_VISOR_AMBER,4,True,9995,0.016606141794948577,3,mid
UV_VISOR,UV_VISOR_AMBER,5,True,9994,-0.022285252315702067,3,mid
UV_VISOR,UV_VISOR_MAGENTA,1,True,9998,-0.0047174124902300855,3,mid
UV_VISOR,UV_VISOR_MAGENTA,2,True,9997,0.013272844965305395,3,mid
UV_VISOR,UV_VISOR_MAGENTA,3,True,9996,-0.018097987130644116,3,mid
UV_VISOR,UV_VISOR_MAGENTA,4,True,9995,0.008468423655662227,3,mid
UV_VISOR,UV_VISOR_MAGENTA,5,True,9994,-0.0016071135554628611,3,mid
UV_VISOR,UV_VISOR_ORANGE,1,True,9998,-0.015009917404381712,3,mid
UV_VISOR,UV_VISOR_ORANGE,2,True,9997,-0.01394364071276307,3,mid
UV_VISOR,UV_VISOR_ORANGE,3,True,9996,0.014579194921692669,3,mid
UV_VISOR,UV_VISOR_ORANGE,4,True,9995,-0.00336734247289586,3,mid
UV_VISOR,UV_VISOR_ORANGE,5,True,9994,0.0010287855101918258,3,mid
UV_VISOR,UV_VISOR_RED,1,True,9998,-0.016452997091684598,3,mid
UV_VISOR,UV_VISOR_RED,2,True,9997,0.012597425543253958,3,mid
UV_VISOR,UV_VISOR_RED,3,True,9996,0.0007436513912224126,3,mid
UV_VISOR,UV_VISOR_RED,4,True,9995,0.00484971131384059,3,mid
UV_VISOR,UV_VISOR_RED,5,True,9994,0.00331726238020359,3,mid
UV_VISOR,UV_VISOR_YELLOW,1,True,9998,0.0030344088525046963,3,mid
UV_VISOR,UV_VISOR_YELLOW,2,True,9997,-0.0016050222701494182,3,mid
UV_VISOR,UV_VISOR_YELLOW,3,True,9996,-0.009986265982464736,3,mid
UV_VISOR,UV_VISOR_YELLOW,4,True,9995,0.00562227952525616,3,mid
UV_VISOR,UV_VISOR_YELLOW,5,True,9994,0.0145706861446694,3,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,1,True,9998,0.003477392649008099,3,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,2,True,9997,-0.0027833850368613844,3,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,3,True,9996,-0.020928702669520734,3,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,4,True,9995,0.011427281719024265,3,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,5,True,9994,-0.017273119257831992,3,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,1,True,9998,0.01204587156257007,3,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,2,True,9997,-0.005886728451194638,3,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,3,True,9996,0.019156469795926372,3,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,4,True,9995,0.002229511601894257,3,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,5,True,9994,-0.006758738129353019,3,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,1,True,9998,0.003314264753341878,3,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,2,True,9997,-0.023670774934603872,3,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,3,True,9996,-0.008829121914777674,3,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,4,True,9995,0.01484865008790269,3,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,5,True,9994,-0.023846684550552402,3,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,1,True,9998,-0.019955969196883427,3,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,2,True,9997,-0.009404483604894634,3,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,3,True,9996,0.007779496033686673,3,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,4,True,9995,0.0011454295520352167,3,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,5,True,9994,0.005750318870380657,3,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,1,True,9998,0.005670702319415753,3,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,2,True,9997,-0.010489809845319484,3,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,3,True,9996,-0.018092646520803217,3,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,4,True,9995,-0.00016629959018106915,3,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,5,True,9994,0.001625589618868379,3,mid
PANEL,PANEL_1X2,1,True,9998,-0.019848735423906094,3,mid
PANEL,PANEL_1X2,2,True,9997,0.013922866046894872,3,mid
PANEL,PANEL_1X2,3,True,9996,-0.0054035387999645254,3,mid
PANEL,PANEL_1X2,4,True,9995,-0.021049215501151103,3,mid
PANEL,PANEL_1X2,5,True,9994,-0.005200179376387559,3,mid
PANEL,PANEL_1X4,1,True,9998,0.0031274811781845683,3,mid
PANEL,PANEL_1X4,2,True,9997,-0.005517458279056195,3,mid
PANEL,PANEL_1X4,3,True,9996,-0.013363720586435451,3,mid
PANEL,PANEL_1X4,4,True,9995,-0.016994371194211395,3,mid
PANEL,PANEL_1X4,5,True,9994,-0.006894688582817183,3,mid
PANEL,PANEL_2X2,1,True,9998,-0.0062062517836496325,3,mid
PANEL,PANEL_2X2,2,True,9997,-0.00513634187417001,3,mid
PANEL,PANEL_2X2,3,True,9996,0.0067808581285273,3,mid
PANEL,PANEL_2X2,4,True,9995,-0.020370768500018937,3,mid
PANEL,PANEL_2X2,5,True,9994,0.004928264912645815,3,mid
PANEL,PANEL_2X4,1,True,9998,-0.0017165546265586187,3,mid
PANEL,PANEL_2X4,2,True,9997,-0.0045182850442824305,3,mid
PANEL,PANEL_2X4,3,True,9996,0.0062320650182038145,3,mid
PANEL,PANEL_2X4,4,True,9995,0.00018406248205147816,3,mid
PANEL,PANEL_2X4,5,True,9994,0.011224675994486127,3,mid
PANEL,PANEL_4X4,1,True,9998,-0.016803114431697394,3,mid
PANEL,PANEL_4X4,2,True,9997,0.010790797172659811,3,mid
PANEL,PANEL_4X4,3,True,9996,0.006094574026815446,3,mid
PANEL,PANEL_4X4,4,True,9995,0.012799980352981381,3,mid
PANEL,PANEL_4X4,5,True,9994,0.0038013707922506645,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,1,True,9998,-0.01182174227550933,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,2,True,9997,-0.005338814015480602,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3,True,9996,-0.006682075502007128,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,4,True,9995,0.007850351131346113,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,5,True,9994,0.00026779585473882527,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1,True,9998,-0.010340278517174208,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2,True,9997,-0.00540568398939196,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3,True,9996,-0.011596457549021064,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,4,True,9995,0.015011919760205916,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,5,True,9994,0.00538367247676291,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,1,True,9998,-0.00720217404131189,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2,True,9997,-0.006509782362162835,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3,True,9996,0.005058443027395423,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,4,True,9995,-0.0025556624829962188,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,5,True,9994,-0.0035515817483315433,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,1,True,9998,0.009884775312579086,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,2,True,9997,-0.009179915571036784,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,3,True,9996,-0.020652959994673974,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,4,True,9995,-0.00945021443191276,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,5,True,9994,0.003454171490653662,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,1,True,9998,-0.005572860530189121,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2,True,9997,-0.015998618464327645,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,3,True,9996,-0.013637218858922434,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,4,True,9995,-0.0006841925796449996,3,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,5,True,9994,-0.013472655015489315,3,mid
SNACKPACK,SNACKPACK_CHOCOLATE,1,True,9998,-0.017458693002657705,3,mid
SNACKPACK,SNACKPACK_CHOCOLATE,2,True,9997,-0.0021499105074158625,3,mid
SNACKPACK,SNACKPACK_CHOCOLATE,3,True,9996,0.013451123490148197,3,mid
SNACKPACK,SNACKPACK_CHOCOLATE,4,True,9995,0.0022161368105293212,3,mid
SNACKPACK,SNACKPACK_CHOCOLATE,5,True,9994,-0.016563869656278086,3,mid
SNACKPACK,SNACKPACK_VANILLA,1,True,9998,-0.032617599322874995,3,mid
SNACKPACK,SNACKPACK_VANILLA,2,True,9997,-0.01019736053198309,3,mid
SNACKPACK,SNACKPACK_VANILLA,3,True,9996,0.013996399738263377,3,mid
SNACKPACK,SNACKPACK_VANILLA,4,True,9995,-0.00962456344187439,3,mid
SNACKPACK,SNACKPACK_VANILLA,5,True,9994,0.0089908481405896,3,mid
SNACKPACK,SNACKPACK_RASPBERRY,1,True,9998,-0.020130682902451385,3,mid
SNACKPACK,SNACKPACK_RASPBERRY,2,True,9997,-0.021190569785721473,3,mid
SNACKPACK,SNACKPACK_RASPBERRY,3,True,9996,-0.0025013774879988587,3,mid
SNACKPACK,SNACKPACK_RASPBERRY,4,True,9995,-0.0031281844010801847,3,mid
SNACKPACK,SNACKPACK_RASPBERRY,5,True,9994,-0.004344938217899074,3,mid
SNACKPACK,SNACKPACK_STRAWBERRY,1,True,9998,-0.03392135807365946,3,mid
SNACKPACK,SNACKPACK_STRAWBERRY,2,True,9997,0.004090744795935291,3,mid
SNACKPACK,SNACKPACK_STRAWBERRY,3,True,9996,-0.0059311353628084,3,mid
SNACKPACK,SNACKPACK_STRAWBERRY,4,True,9995,0.0004319874553503245,3,mid
SNACKPACK,SNACKPACK_STRAWBERRY,5,True,9994,-0.0013097462533070944,3,mid
SNACKPACK,SNACKPACK_PISTACHIO,1,True,9998,-0.07517967621407333,3,mid
SNACKPACK,SNACKPACK_PISTACHIO,2,True,9997,0.0034291584405892798,3,mid
SNACKPACK,SNACKPACK_PISTACHIO,3,True,9996,-0.01968185574044731,3,mid
SNACKPACK,SNACKPACK_PISTACHIO,4,True,9995,0.00817785345874998,3,mid
SNACKPACK,SNACKPACK_PISTACHIO,5,True,9994,-0.005014889291296368,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,1,True,9998,-0.0005837048645697099,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,2,True,9997,-0.01055125671409144,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3,True,9996,-0.007847876057482838,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,4,True,9995,-0.004060047189208787,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,5,True,9994,-0.026133329726299316,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,1,True,9998,-0.009779247448052066,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,True,9997,0.014876634309273017,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,True,9996,0.00968439866989964,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,4,True,9995,0.006027041030145159,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,5,True,9994,0.00698605433247281,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,1,True,9998,-0.006122304787023158,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,2,True,9997,0.004042863590540954,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,3,True,9996,0.0030116086951043446,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,4,True,9995,-0.008643120164488064,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,5,True,9994,0.007040319001033617,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1,True,9998,0.006121514417821575,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2,True,9997,-0.001143234960478446,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3,True,9996,-0.007554249620857538,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,4,True,9995,-0.019149023860692345,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,5,True,9994,-0.014159242578345216,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1,True,9998,0.021663333068653274,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2,True,9997,-0.008049757037717589,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,3,True,9996,0.0056146584380570175,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,4,True,9995,-0.0001419972263861124,4,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,5,True,9994,0.01162759229569782,4,mid
SLEEP_POD,SLEEP_POD_SUEDE,1,True,9998,0.018245786380273785,4,mid
SLEEP_POD,SLEEP_POD_SUEDE,2,True,9997,0.014894709041705943,4,mid
SLEEP_POD,SLEEP_POD_SUEDE,3,True,9996,-0.001582697593445348,4,mid
SLEEP_POD,SLEEP_POD_SUEDE,4,True,9995,-0.00659427255063142,4,mid
SLEEP_POD,SLEEP_POD_SUEDE,5,True,9994,0.00793174649909445,4,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1,True,9998,-0.0034655276952760545,4,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,2,True,9997,-0.006825989722267196,4,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,3,True,9996,-0.004646046573105406,4,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,4,True,9995,-0.011924433381449506,4,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,5,True,9994,-0.006026373634387812,4,mid
SLEEP_POD,SLEEP_POD_POLYESTER,1,True,9998,-0.006960451561126264,4,mid
SLEEP_POD,SLEEP_POD_POLYESTER,2,True,9997,0.008724445814912161,4,mid
SLEEP_POD,SLEEP_POD_POLYESTER,3,True,9996,0.007993614351857574,4,mid
SLEEP_POD,SLEEP_POD_POLYESTER,4,True,9995,0.006583463906503004,4,mid
SLEEP_POD,SLEEP_POD_POLYESTER,5,True,9994,0.0005281780430583566,4,mid
SLEEP_POD,SLEEP_POD_NYLON,1,True,9998,0.0023006493432215073,4,mid
SLEEP_POD,SLEEP_POD_NYLON,2,True,9997,4.80301067269858e-05,4,mid
SLEEP_POD,SLEEP_POD_NYLON,3,True,9996,-0.020089464157131993,4,mid
SLEEP_POD,SLEEP_POD_NYLON,4,True,9995,-0.014065095335665344,4,mid
SLEEP_POD,SLEEP_POD_NYLON,5,True,9994,0.009496037498323952,4,mid
SLEEP_POD,SLEEP_POD_COTTON,1,True,9998,-0.007600842949867766,4,mid
SLEEP_POD,SLEEP_POD_COTTON,2,True,9997,-0.0032382513840538713,4,mid
SLEEP_POD,SLEEP_POD_COTTON,3,True,9996,0.0015071813204408856,4,mid
SLEEP_POD,SLEEP_POD_COTTON,4,True,9995,-0.0019463242958865847,4,mid
SLEEP_POD,SLEEP_POD_COTTON,5,True,9994,-0.00942730135700524,4,mid
MICROCHIP,MICROCHIP_CIRCLE,1,True,9998,-0.0026168438133365906,4,mid
MICROCHIP,MICROCHIP_CIRCLE,2,True,9997,-0.0012793901971461538,4,mid
MICROCHIP,MICROCHIP_CIRCLE,3,True,9996,0.01858400197032661,4,mid
MICROCHIP,MICROCHIP_CIRCLE,4,True,9995,-0.0064733768461252795,4,mid
MICROCHIP,MICROCHIP_CIRCLE,5,True,9994,0.00996069467923585,4,mid
MICROCHIP,MICROCHIP_OVAL,1,True,9998,0.014935037869184221,4,mid
MICROCHIP,MICROCHIP_OVAL,2,True,9997,0.0011671369320109606,4,mid
MICROCHIP,MICROCHIP_OVAL,3,True,9996,-0.010724918873070081,4,mid
MICROCHIP,MICROCHIP_OVAL,4,True,9995,0.0031947332033142135,4,mid
MICROCHIP,MICROCHIP_OVAL,5,True,9994,0.007213519910642098,4,mid
MICROCHIP,MICROCHIP_SQUARE,1,True,9998,0.009147721067164532,4,mid
MICROCHIP,MICROCHIP_SQUARE,2,True,9997,0.005499804751104319,4,mid
MICROCHIP,MICROCHIP_SQUARE,3,True,9996,0.004876936361946092,4,mid
MICROCHIP,MICROCHIP_SQUARE,4,True,9995,0.00830120231135816,4,mid
MICROCHIP,MICROCHIP_SQUARE,5,True,9994,0.008882008844986999,4,mid
MICROCHIP,MICROCHIP_RECTANGLE,1,True,9998,0.0011540998409093207,4,mid
MICROCHIP,MICROCHIP_RECTANGLE,2,True,9997,0.014577507277078705,4,mid
MICROCHIP,MICROCHIP_RECTANGLE,3,True,9996,-0.0009327533284343522,4,mid
MICROCHIP,MICROCHIP_RECTANGLE,4,True,9995,-0.005855646261298404,4,mid
MICROCHIP,MICROCHIP_RECTANGLE,5,True,9994,0.004180418215503583,4,mid
MICROCHIP,MICROCHIP_TRIANGLE,1,True,9998,0.0008392186738057665,4,mid
MICROCHIP,MICROCHIP_TRIANGLE,2,True,9997,-0.0038015817228597634,4,mid
MICROCHIP,MICROCHIP_TRIANGLE,3,True,9996,-0.005778929708618128,4,mid
MICROCHIP,MICROCHIP_TRIANGLE,4,True,9995,0.002866111192040111,4,mid
MICROCHIP,MICROCHIP_TRIANGLE,5,True,9994,-0.02200166598233829,4,mid
PEBBLES,PEBBLES_XS,1,True,9998,0.007943597096730443,4,mid
PEBBLES,PEBBLES_XS,2,True,9997,-0.008962906237155482,4,mid
PEBBLES,PEBBLES_XS,3,True,9996,-0.002300224778278893,4,mid
PEBBLES,PEBBLES_XS,4,True,9995,-0.007437789025922957,4,mid
PEBBLES,PEBBLES_XS,5,True,9994,-0.000796627138568763,4,mid
PEBBLES,PEBBLES_S,1,True,9998,-0.017243722392896847,4,mid
PEBBLES,PEBBLES_S,2,True,9997,-0.011297476097141122,4,mid
PEBBLES,PEBBLES_S,3,True,9996,0.0010192791600331542,4,mid
PEBBLES,PEBBLES_S,4,True,9995,-0.009730158226430015,4,mid
PEBBLES,PEBBLES_S,5,True,9994,0.002738398099792955,4,mid
PEBBLES,PEBBLES_M,1,True,9998,-0.0035809575127006667,4,mid
PEBBLES,PEBBLES_M,2,True,9997,-0.007864036546884449,4,mid
PEBBLES,PEBBLES_M,3,True,9996,0.008016264878659524,4,mid
PEBBLES,PEBBLES_M,4,True,9995,0.0043479933816072125,4,mid
PEBBLES,PEBBLES_M,5,True,9994,-0.012574428272068672,4,mid
PEBBLES,PEBBLES_L,1,True,9998,-0.019204659478457047,4,mid
PEBBLES,PEBBLES_L,2,True,9997,-0.007644538451983707,4,mid
PEBBLES,PEBBLES_L,3,True,9996,-0.008036311441970137,4,mid
PEBBLES,PEBBLES_L,4,True,9995,-0.011934242699021614,4,mid
PEBBLES,PEBBLES_L,5,True,9994,-0.000332795542222708,4,mid
PEBBLES,PEBBLES_XL,1,True,9998,-0.013937408383191161,4,mid
PEBBLES,PEBBLES_XL,2,True,9997,0.0021521817465433844,4,mid
PEBBLES,PEBBLES_XL,3,True,9996,-0.0008419595893606409,4,mid
PEBBLES,PEBBLES_XL,4,True,9995,-0.01644249120280076,4,mid
PEBBLES,PEBBLES_XL,5,True,9994,0.0022376813425194846,4,mid
ROBOT,ROBOT_VACUUMING,1,True,9998,-0.02190316585455469,4,mid
ROBOT,ROBOT_VACUUMING,2,True,9997,-0.003164061253741254,4,mid
ROBOT,ROBOT_VACUUMING,3,True,9996,-0.00064823032713331,4,mid
ROBOT,ROBOT_VACUUMING,4,True,9995,-0.009861136180792722,4,mid
ROBOT,ROBOT_VACUUMING,5,True,9994,0.00663417499356494,4,mid
