day,timestamp,GALAXY_SOUNDS,MICROCHIP,OXYGEN_SHAKE,PANEL,PEBBLES,ROBOT,SLEEP_POD,SNACKPACK,TRANSLATOR,UV_VISOR
2,554000,-5.8,-0.5,-1.8,1.0,-0.2,-0.1,0.3,2.0,2.8,1.4
2,554100,-11.5,-1.6,0.7,0.7,0.1,-4.8,-8.8,0.6,-1.0,-2.0
2,554200,-9.5,-7.6,-5.9,-2.6,0.2,0.7,1.9,1.1,-3.1,-10.7
2,554300,4.0,-4.0,1.5,2.3,-0.1,2.4,1.8,0.6,0.3,2.1
2,554400,-7.2,7.9,1.5,2.0,-0.2,2.6,3.3,-0.8,1.1,-2.8
2,554500,-4.0,-11.4,6.5,4.8,-0.1,7.2,-4.5,1.5,6.8,6.5
2,554600,6.1,-2.3,-1.3,-1.9,0.2,4.6,0.2,0.5,-12.0,-4.1
2,554700,-4.8,-4.2,-3.7,-0.7,-0.1,2.4,0.9,1.1,0.7,-4.1
2,554800,6.3,4.8,3.1,0.4,0.0,-6.2,-1.9,-1.2,-2.7,2.7
2,554900,6.9,-2.2,0.5,0.5,-0.1,1.5,-0.1,1.5,-12.0,1.2
2,555000,1.3,11.3,-4.4,0.2,0.3,-5.9,2.1,-2.8,1.4,-6.8
2,555100,9.3,-3.4,14.6,5.2,-0.2,-0.6,2.1,0.4,6.4,4.8
2,555200,0.8,-1.4,1.7,-0.2,0.0,-4.7,-3.3,0.9,-10.9,2.0
2,555300,0.6,8.9,-3.2,-0.3,0.1,1.2,3.1,1.7,-7.0,-2.5
2,555400,-9.8,3.0,4.0,-0.1,-0.1,-5.0,8.2,0.0,-2.6,-2.5
2,555500,-2.9,-10.4,-5.3,-3.0,3.1,6.4,0.9,-0.6,-7.3,1.8
2,555600,-1.6,3.2,2.5,4.1,-3.0,4.0,-3.0,1.2,5.8,-4.5
2,555700,10.0,3.8,-7.1,-8.9,-0.1,3.4,-7.5,1.1,-2.8,-7.4
2,555800,-0.6,-5.9,3.1,5.0,0.2,-0.1,-4.7,-0.2,0.3,3.0
2,555900,2.7,-4.4,-4.0,-2.1,-0.1,-1.2,-1.4,-1.2,4.3,-0.8
2,556000,6.3,6.5,0.9,-2.6,0.1,2.9,10.0,3.8,-4.7,5.1
2,556100,-6.4,-0.2,-2.9,1.1,0.0,3.8,-3.1,-1.5,-3.3,-10.3
2,556200,-12.3,7.7,-2.5,-6.6,0.1,5.9,6.2,-4.8,-1.9,2.5
2,556300,1.2,12.1,1.9,-1.4,-0.2,4.5,-2.2,0.1,2.9,-1.7
2,556400,1.1,0.4,2.8,-1.0,0.1,-0.9,1.5,-1.1,-2.9,1.0
2,556500,-0.7,2.2,-2.6,-3.4,0.1,12.7,4.0,-0.4,4.4,-0.7
2,556600,4.0,4.7,4.4,-2.3,-0.3,1.0,-2.0,-0.6,-4.8,0.2
2,556700,9.8,0.6,-6.1,-2.1,0.0,5.2,-0.1,-1.1,-2.8,-3.6
2,556800,1.2,-2.2,1.9,0.9,0.0,-5.3,7.3,-3.0,-4.9,-6.2
2,556900,1.7,4.0,1.2,2.1,0.0,-0.4,1.3,-1.5,-3.3,-0.7
2,557000,13.2,-0.3,-1.9,-1.4,0.1,7.8,-5.1,0.3,-2.5,-3.1
2,557100,-2.5,9.1,3.8,-2.0,-0.1,-5.7,-0.4,-0.6,3.5,3.6
2,557200,-2.4,-2.0,1.7,1.0,0.0,-1.1,0.9,-2.6,2.8,5.1
2,557300,1.8,0.4,0.0,3.5,0.0,0.3,-2.7,0.7,5.7,-4.4
2,557400,1.7,7.9,14.0,-8.8,0.2,2.5,-2.7,-0.5,3.2,8.8
2,557500,9.9,2.9,2.1,2.2,-0.2,-2.2,-0.8,0.9,-7.3,3.3
2,557600,-1.2,-18.3,0.8,5.8,0.3,0.5,1.9,-0.7,-1.2,5.5
2,557700,0.4,4.4,-2.4,1.4,-0.1,0.2,3.4,0.4,-0.6,-3.4
2,557800,-3.7,-3.5,-0.9,1.6,-0.2,2.3,-1.7,-2.9,1.0,3.6
2,557900,3.8,7.1,0.4,1.8,0.0,-2.5,-1.1,-3.2,-0.5,2.4
2,558000,8.6,3.5,-3.5,-7.7,0.2,-2.9,-0.4,1.5,16.0,7.0
2,558100,1.1,6.3,3.2,-0.7,-0.1,-6.7,7.9,-2.0,2.0,4.9
2,558200,3.1,1.3,-3.0,3.0,-0.1,-7.5,3.5,0.2,-0.5,-1.0
2,558300,-6.1,11.0,3.7,1.2,0.2,-8.4,0.9,-1.4,0.6,-0.7
2,558400,-3.1,6.8,2.1,-4.2,0.0,1.7,-4.7,0.0,8.7,-0.2
2,558500,1.4,-16.0,8.7,-0.4,0.0,-3.3,1.7,-0.5,0.8,3.1
2,558600,-5.0,-11.9,3.9,3.0,0.0,3.6,-3.4,0.5,-3.4,-1.3
2,558700,0.5,-4.9,6.0,1.4,-0.2,-2.6,7.5,-1.0,-8.2,-1.0
2,558800,-0.8,-2.7,6.5,1.8,0.2,3.8,3.1,-0.6,0.1,-4.0
2,558900,3.4,7.4,1.3,3.2,-0.1,5.7,0.8,-1.4,6.8,0.2
2,559000,4.0,2.8,11.6,-3.5,-0.3,-6.6,-6.6,-0.1,0.8,5.0
2,559100,-4.2,4.0,-0.2,3.3,0.3,0.2,2.1,-1.0,6.9,3.1
2,559200,-7.1,-1.3,5.3,4.5,-3.5,1.7,-6.4,0.5,7.9,10.3
2,559300,6.7,-10.0,2.0,0.3,0.0,-3.0,2.7,-1.5,0.2,-7.2
2,559400,3.4,-8.0,-5.3,-1.4,3.5,-2.6,0.4,-0.2,6.8,-7.9
2,559500,-6.1,10.0,-1.2,-1.4,0.2,4.4,-7.1,-1.9,3.3,-3.8
2,559600,-14.1,-8.1,0.7,1.1,-0.5,6.4,-6.7,-0.9,1.3,5.6
2,559700,3.2,-1.0,6.0,1.3,0.1,-2.0,-4.5,-0.3,2.4,-2.4
2,559800,4.5,-6.9,1.1,-12.6,0.2,3.0,-0.5,1.1,6.2,7.4
2,559900,1.0,1.1,-6.8,1.8,0.1,0.7,-3.4,-1.8,4.0,5.7
2,560000,1.1,11.4,2.2,-6.2,0.0,-8.2,3.5,1.6,6.1,-1.2
2,560100,2.8,4.7,-0.6,-7.2,-0.2,5.4,-2.2,-0.5,0.9,-1.1
2,560200,-0.9,4.8,-4.7,-1.0,0.0,1.6,5.9,-0.3,-2.6,-6.1
2,560300,0.7,7.0,-1.3,-6.6,0.0,5.7,8.8,-0.3,-7.0,-9.3
2,560400,-5.6,0.0,1.3,3.4,0.1,2.9,-0.6,-2.9,4.9,-0.4
2,560500,1.1,4.7,-2.5,2.1,-0.1,3.9,-4.0,3.9,2.4,-0.9
2,560600,-4.5,0.4,0.9,3.1,0.0,-3.5,5.4,-0.1,-4.0,-1.3
2,560700,0.7,5.2,5.5,-1.6,0.0,0.0,-2.9,-1.0,4.7,-7.4
2,560800,5.9,-2.3,2.6,-3.1,0.2,9.1,-9.0,-0.1,0.7,-5.0
2,560900,3.6,-3.5,4.7,1.7,0.0,-1.0,1.8,-0.4,0.5,-2.6
2,561000,-1.3,-14.9,4.6,1.3,-0.1,2.3,-0.8,4.6,5.0,6.7
2,561100,1.1,-6.8,-10.6,7.6,-0.1,-1.9,0.6,-4.6,4.9,7.1
2,561200,11.6,-5.6,13.1,-7.3,-3.4,1.8,-1.9,1.0,-2.4,5.2
2,561300,-0.6,-5.9,-10.9,-5.5,3.3,5.8,8.2,0.6,9.7,-3.0
2,561400,-0.3,-0.5,2.4,5.8,0.3,-0.3,-0.2,-0.5,-5.1,3.6
2,561500,-9.5,10.9,1.9,8.4,0.0,-0.2,3.0,-0.1,-0.4,0.3
2,561600,-7.4,2.8,13.4,-3.9,-0.4,-1.3,1.6,1.1,1.3,7.0
2,561700,0.8,0.7,-1.7,4.7,0.2,9.4,-4.6,-1.3,2.3,7.7
2,561800,9.5,-1.2,-4.4,1.0,0.0,2.3,5.7,1.0,0.7,0.5
2,561900,-4.5,6.0,-4.8,-2.9,0.1,1.3,-7.5,0.1,1.9,8.0
2,562000,-0.9,5.4,-1.8,4.3,0.1,-0.9,-3.8,-0.4,7.3,1.4
2,562100,1.7,-1.3,-3.9,-5.8,0.0,1.5,9.3,-1.0,-2.0,-1.3
2,562200,-3.7,0.8,2.5,-4.4,-0.2,-7.0,1.1,2.0,-4.9,-4.2
2,562300,3.9,-10.1,3.0,-2.2,0.0,3.1,-9.0,0.2,2.6,0.2
2,562400,0.7,6.5,4.3,2.1,0.1,-3.3,-3.3,0.2,2.2,-7.1
2,562500,2.9,-5.3,2.1,-3.2,0.0,4.6,0.4,0.1,-6.0,3.1
2,562600,6.7,1.7,0.2,-3.1,3.2,-1.4,-8.9,-0.9,5.6,-3.0
2,562700,-1.7,2.0,1.0,-1.2,-3.2,4.7,-0.8,1.2,-2.4,-1.0
2,562800,-1.7,1.5,5.7,-3.9,-0.1,1.2,-3.9,0.7,1.4,-1.7
2,562900,5.1,-10.3,0.7,-3.2,0.1,0.0,-0.7,0.5,6.6,5.7
2,563000,-0.8,-11.1,0.5,-0.6,0.0,2.1,0.4,0.1,-2.9,2.4
2,563100,-2.4,6.4,-0.7,4.1,0.0,-13.5,0.8,-0.9,8.5,0.7
2,563200,4.1,-3.9,6.4,2.1,0.1,4.3,4.4,3.5,-3.1,-1.9
2,563300,1.6,-0.1,3.7,-0.2,-0.1,4.0,0.5,0.4,2.0,4.7
2,563400,-4.2,-7.4,-1.5,9.1,0.1,-0.6,8.8,-2.1,5.4,-2.6
2,563500,-10.0,5.3,-1.8,-1.8,-0.1,-0.2,-1.5,-1.0,3.0,-0.6
2,563600,3.5,-7.4,-0.3,1.6,0.0,-7.3,-8.2,-0.7,0.3,-3.6
2,563700,-2.4,-5.2,-6.1,4.0,0.1,-0.6,-13.8,0.7,2.8,0.6
2,563800,2.9,10.3,2.2,1.7,-0.1,-7.1,4.2,0.5,9.8,-1.4
2,563900,-1.0,-4.3,0.7,-1.8,-0.1,-0.8,0.1,-1.4,5.4,12.8
2,564000,-0.7,3.1,-5.5,6.9,0.1,2.3,-6.3,-1.2,-0.1,-5.0
2,564100,-5.1,-6.0,-0.4,4.9,-0.2,-5.5,-7.6,-1.0,-2.0,-4.8
2,564200,-0.3,-2.5,-2.8,-2.0,0.2,2.6,5.4,0.0,-7.3,4.8
2,564300,5.1,-1.6,-9.4,2.4,0.1,-0.9,12.2,-0.7,3.3,2.1
2,564400,-0.6,-7.2,-3.6,-5.0,-0.1,2.7,0.4,2.1,-3.0,-5.2
2,564500,-3.7,-4.7,5.4,-5.2,0.1,-5.4,-1.4,1.3,2.3,6.6
2,564600,-8.0,0.0,3.7,3.6,-0.1,3.2,-4.2,1.1,-2.7,3.1
2,564700,1.3,6.3,-0.9,4.7,0.0,0.1,-1.1,-0.5,2.4,-5.7
2,564800,-5.1,2.7,-4.8,-4.2,-0.2,-2.9,12.7,-0.7,1.0,7.1
2,564900,-1.6,6.4,0.6,-0.1,0.4,-6.3,4.5,2.0,-8.6,1.9
2,565000,-2.9,-3.6,3.0,-0.1,-0.2,1.2,4.6,-0.2,1.3,3.0
2,565100,4.9,-8.2,-2.5,8.5,-0.1,0.7,1.9,1.9,2.1,3.5
2,565200,-2.1,-2.5,-3.1,4.9,0.3,-6.3,-4.3,0.1,-2.0,8.1
2,565300,-6.1,-14.3,5.8,-9.8,-0.3,-7.9,-0.1,-0.1,2.9,-5.7
2,565400,-7.7,-4.8,-0.1,-2.2,0.0,-0.5,3.8,-0.8,-6.5,-3.9
2,565500,-1.2,-1.6,1.3,2.5,0.1,1.8,5.5,1.0,4.3,10.8
2,565600,4.0,3.8,1.5,3.3,-3.6,-3.1,-0.5,0.7,1.2,-3.5
2,565700,-2.3,6.9,-7.0,-1.4,3.6,1.6,7.8,-0.8,-1.5,4.1
2,565800,-7.1,-7.7,-0.1,2.9,0.2,-0.6,6.2,-1.3,-2.7,0.2
2,565900,-0.8,6.2,-3.3,-9.5,0.0,5.3,2.4,-0.4,0.6,-8.9
2,566000,-2.4,2.3,0.8,-3.8,-0.1,0.0,-1.3,-0.2,-4.0,5.4
2,566100,0.1,5.1,6.0,-0.3,-0.2,2.4,1.8,-0.8,0.3,-12.7
2,566200,-3.6,-0.6,-0.3,0.7,0.0,8.8,6.0,0.0,2.2,5.4
2,566300,-4.4,2.2,3.7,3.9,0.2,-2.9,-6.0,0.5,4.3,4.7
2,566400,-1.9,1.9,3.9,-7.4,-0.1,3.6,3.6,0.6,-0.4,-0.4
2,566500,0.0,-7.3,0.0,-0.3,0.0,13.3,7.0,-0.7,3.9,3.9
2,566600,-6.2,-4.3,-5.6,-6.3,0.0,-9.2,4.4,2.2,3.7,5.1
2,566700,5.2,5.0,-5.4,-0.4,0.0,2.8,-4.5,0.0,-2.5,-1.7
2,566800,2.9,3.1,-6.2,-0.8,-0.1,2.3,-2.8,-1.5,-2.2,1.6
2,566900,-5.9,1.2,-1.7,2.8,-3.2,2.0,8.1,1.8,-6.1,-8.3
2,567000,1.2,13.9,-2.3,1.7,3.4,-0.3,6.9,0.3,-0.2,-5.1
2,567100,-3.6,6.0,3.9,0.7,0.0,-4.1,0.6,-0.3,-0.1,-1.6
2,567200,-0.9,10.8,-0.8,-0.2,0.1,-0.6,3.7,-0.4,-6.8,3.3
2,567300,1.8,-3.4,4.9,4.2,-0.1,3.1,2.0,-1.2,5.6,2.6
2,567400,-2.6,10.6,-4.3,-0.5,-0.1,-9.9,-9.0,0.3,9.6,-2.6
2,567500,-3.2,-0.7,-0.5,8.0,-0.1,-10.1,-0.2,-1.3,-1.9,5.3
2,567600,-6.4,1.7,4.4,9.8,0.1,0.7,3.1,-2.5,7.5,-5.2
2,567700,-2.9,-0.1,3.9,6.4,-0.1,7.5,2.4,-0.1,-6.8,1.1
2,567800,3.1,-3.4,2.2,-5.2,0.1,-3.6,3.5,2.6,10.3,3.0
2,567900,9.3,5.7,-10.5,1.8,-0.1,-6.2,-7.4,0.4,-4.4,-4.1
2,568000,-5.8,-9.0,-2.4,2.4,0.0,1.4,8.1,-0.8,-4.3,-5.6
2,568100,12.1,1.1,-8.1,0.6,0.1,0.9,-1.1,1.0,6.0,7.3
2,568200,-2.6,2.4,4.3,-6.7,0.1,3.9,-0.5,1.0,-0.2,-5.0
2,568300,3.3,-12.1,-3.7,0.5,-0.2,2.4,2.8,0.8,3.6,-5.9
2,568400,-2.0,3.9,12.7,-5.0,0.0,-1.6,1.5,0.8,-1.7,-1.4
2,568500,-9.2,-5.2,0.7,0.9,0.1,4.5,5.0,-3.2,-5.9,-11.2
2,568600,9.8,-1.9,2.5,-8.3,0.1,-2.8,7.5,3.0,-0.3,-0.9
2,568700,1.3,4.6,2.8,1.3,-0.3,-5.3,1.5,0.1,7.6,6.7
2,568800,-4.8,4.5,-8.0,2.3,0.3,-2.1,-1.0,0.1,-1.5,-7.4
2,568900,-5.9,-9.0,1.9,-3.4,-0.1,5.0,3.0,1.7,-1.4,3.3
2,569000,-10.0,-5.0,3.8,2.3,0.1,2.1,4.0,-1.3,-4.2,-0.2
2,569100,-1.7,6.2,-4.3,0.8,0.0,3.6,1.7,-2.4,7.0,-2.7
2,569200,1.7,1.6,-1.6,6.8,0.0,3.6,-2.9,0.0,0.3,-7.2
2,569300,-1.9,7.6,-3.7,-8.4,-0.2,2.9,1.6,0.7,-1.5,-1.7
2,569400,7.3,-2.2,-7.3,-6.3,0.2,0.6,1.6,-0.1,-1.3,3.5
2,569500,3.1,-1.1,4.9,4.7,-0.1,-2.8,3.9,-2.5,8.7,3.3
2,569600,1.2,2.2,-4.0,-0.8,0.0,3.3,5.6,-2.0,-13.3,-4.0
2,569700,-2.3,-0.2,3.4,7.1,0.0,6.5,-0.4,1.6,10.7,-2.8
2,569800,2.7,10.3,5.3,0.4,0.0,-1.0,-0.7,-0.1,-0.7,0.8
2,569900,-3.9,4.0,-5.6,3.4,0.0,1.0,-7.7,-0.2,1.1,-8.9
2,570000,-5.1,6.6,-0.9,6.6,0.1,-2.1,1.8,0.5,3.2,5.6
2,570100,2.5,-4.8,3.7,3.7,-0.3,-11.3,0.6,-1.5,0.9,4.2
2,570200,-4.1,-1.2,-0.1,0.6,0.3,-8.7,4.6,0.4,-1.6,-2.5
2,570300,-7.8,3.0,-4.3,0.5,-0.2,-5.3,3.1,-0.6,0.3,-3.0
2,570400,0.7,-2.7,-2.4,-4.7,0.2,-4.0,-2.0,-0.3,-0.5,-2.8
2,570500,2.9,-14.2,2.4,3.9,-0.3,-1.0,5.8,0.1,-1.2,-3.2
2,570600,1.1,5.1,1.4,-5.7,0.2,-6.4,1.9,0.0,-1.0,-1.1
2,570700,1.3,-5.7,2.2,1.0,0.0,2.7,-2.7,-2.7,6.4,3.6
2,570800,-5.0,0.1,6.5,5.4,0.1,-2.1,-3.7,0.0,-1.5,-1.5
2,570900,-1.1,9.4,-12.4,-0.1,0.0,7.7,-1.1,-0.5,-9.1,8.8
2,571000,-2.8,-2.9,7.1,0.6,0.0,-7.7,-5.6,-0.4,4.1,-5.8
2,571100,3.7,8.2,-0.3,-4.5,0.0,-10.1,-8.7,0.7,1.4,1.6
2,571200,-5.8,1.3,-1.6,1.6,0.0,8.6,1.2,0.5,-2.9,12.0
2,571300,4.4,-1.2,-4.6,0.2,-0.2,1.3,-0.1,-0.4,7.7,-5.2
2,571400,5.0,9.3,-6.6,1.8,0.0,1.6,1.0,-0.1,1.6,-1.0
2,571500,2.2,-11.1,-1.1,3.8,0.1,-1.2,-5.5,0.3,0.8,-7.2
2,571600,0.3,-6.2,-8.0,-1.8,0.0,10.5,7.8,1.1,0.7,5.3
2,571700,-0.7,6.5,-6.2,-3.0,-0.1,-7.1,2.7,-0.5,2.2,-5.7
2,571800,3.5,2.8,-6.3,-3.6,-3.4,-10.1,-0.7,0.1,-1.4,-2.2
2,571900,4.8,0.3,4.4,-1.5,3.6,1.5,-6.3,0.2,-2.1,-3.9
2,572000,1.4,2.1,-1.3,0.1,-0.1,1.6,6.8,1.3,-0.9,-3.5
2,572100,-2.1,5.8,3.3,2.3,0.0,-6.5,-7.0,-0.4,2.1,-1.3
2,572200,-0.1,-9.9,-7.3,-5.6,0.0,3.0,2.5,-1.5,-0.1,-5.7
2,572300,5.6,6.1,6.5,6.8,-0.1,-0.8,1.6,-0.8,5.3,13.4
2,572400,2.9,-9.5,-0.9,0.7,0.2,-1.5,-0.6,-0.1,3.8,-2.8
2,572500,3.8,0.2,-3.7,5.0,-0.1,3.7,5.7,1.0,-3.2,-4.8
2,572600,0.9,6.6,1.9,5.3,0.0,1.1,0.6,1.4,1.0,6.5
2,572700,4.3,3.5,-5.5,-2.8,-0.1,1.2,-6.3,0.6,0.6,7.1
2,572800,-2.2,-5.6,-3.7,6.1,0.2,0.1,0.9,-0.6,0.1,1.1
2,572900,5.0,-0.3,1.1,-3.9,-0.2,-6.6,-2.3,2.5,7.3,-1.0
2,573000,2.3,11.7,-0.7,1.4,0.2,-3.1,3.3,-0.9,5.9,4.1
2,573100,2.3,8.7,-5.0,1.8,0.0,-7.8,7.9,3.1,1.5,7.2
2,573200,3.3,0.2,0.0,-3.3,-0.2,-7.1,0.9,1.1,4.4,4.0
2,573300,-3.2,6.8,-4.9,8.0,-3.2,3.4,1.5,0.5,-5.4,2.1
2,573400,3.9,-7.9,-9.3,-7.9,3.4,3.6,-6.1,0.0,2.1,6.4
2,573500,-0.5,-7.0,6.7,-5.0,-0.1,2.8,3.5,1.2,-1.7,9.8
2,573600,-1.7,4.1,-10.5,0.3,-0.1,5.8,4.3,-0.8,1.8,-1.0
2,573700,-5.0,9.5,1.4,3.0,0.1,-0.4,8.0,-1.7,1.0,0.6
2,573800,0.7,8.2,9.6,1.8,0.0,4.2,-0.3,3.2,4.6,1.4
2,573900,9.3,2.8,-16.0,0.1,0.2,-0.8,-0.9,-3.2,-8.0,-4.1
2,574000,5.2,8.0,0.8,1.2,-0.3,4.2,10.6,-0.2,-2.2,-4.3
2,574100,-5.6,0.7,-4.4,2.5,0.1,-1.6,0.4,0.4,-3.7,-6.7
2,574200,3.2,-4.5,4.8,4.0,0.0,2.1,9.5,2.6,3.2,1.3
2,574300,-10.8,-1.9,2.3,3.9,0.0,-6.0,-5.0,-4.0,-7.4,-5.3
2,574400,-3.0,8.7,5.6,-1.3,0.1,-1.0,-0.2,-3.1,8.5,1.3
2,574500,3.1,0.5,5.7,0.6,-0.2,0.9,5.7,-0.8,2.4,0.6
2,574600,3.2,4.2,-7.2,2.2,0.0,-4.4,5.3,1.8,-5.3,-6.5
2,574700,-2.4,2.5,0.6,5.3,0.2,4.2,-1.0,-1.2,-1.4,-0.5
2,574800,-0.1,-1.0,-2.4,1.5,-0.1,7.1,0.1,-0.3,3.3,-2.5
2,574900,-12.7,-4.9,4.4,-1.9,0.0,-8.2,-1.9,0.0,7.6,1.4
2,575000,3.9,1.1,4.9,-4.9,0.1,-4.8,1.5,-1.7,-2.3,-1.6
2,575100,-2.3,-9.3,9.8,1.7,-0.1,-0.1,5.1,-0.7,6.3,-6.5
2,575200,-4.1,2.6,-0.8,-5.8,0.2,-3.1,3.7,0.3,6.7,5.4
2,575300,-3.2,-1.6,-2.3,-3.7,-0.2,-1.5,5.6,0.6,0.6,8.7
2,575400,1.9,8.5,7.4,0.6,-0.1,6.1,1.3,0.3,1.2,-6.2
2,575500,-2.1,-7.9,-5.9,-6.2,0.0,-6.2,-5.5,-0.6,5.5,-3.0
2,575600,1.1,5.1,-4.4,-3.4,0.2,1.9,-1.3,1.7,1.6,-4.3
2,575700,0.5,-1.4,-1.1,1.8,-0.1,7.0,2.2,0.5,-2.6,-2.1
2,575800,2.0,3.0,-2.3,-4.2,0.0,-5.0,1.9,-0.8,3.7,-0.3
2,575900,-2.2,-3.4,-6.1,3.8,0.0,3.8,-6.5,-0.5,6.9,-1.5
2,576000,-1.4,9.6,1.3,2.6,0.1,2.5,-7.0,-0.2,3.5,-4.6
2,576100,3.2,6.1,-4.1,-1.3,-0.1,0.1,-0.5,-1.0,-6.5,1.5
2,576200,-3.7,-2.8,-6.3,2.3,-0.1,1.4,0.8,1.2,-5.8,-5.5
2,576300,2.7,-5.3,-2.9,7.8,0.0,-0.9,6.2,1.1,3.1,-1.0
2,576400,-10.5,1.7,3.6,-2.0,0.0,1.4,1.1,-0.3,-6.7,3.4
2,576500,-2.4,-5.1,1.4,3.0,0.2,2.4,-6.1,-0.3,1.7,7.0
2,576600,3.4,-3.7,5.4,0.1,-0.2,-1.1,-6.2,-1.2,0.1,3.5
2,576700,-1.2,4.2,-7.2,3.4,0.1,3.9,2.4,3.2,-1.5,4.8
2,576800,-2.9,-1.4,3.5,-2.9,0.0,1.7,5.5,-4.2,-2.5,0.4
2,576900,-10.4,-9.1,6.1,-0.8,0.0,-0.3,6.6,0.1,3.5,6.1
2,577000,-2.2,14.5,-3.0,-7.0,0.0,-2.0,-11.9,-0.2,-1.6,-0.8
2,577100,2.6,-5.2,-7.9,-2.1,-0.1,1.3,0.7,1.0,0.7,3.1
2,577200,-0.8,-20.9,-3.7,2.3,0.1,-0.2,4.9,-1.2,-4.1,-4.7
2,577300,4.7,5.1,-9.3,-2.2,0.0,-5.6,-1.2,-1.0,5.3,2.3
2,577400,2.1,-1.8,2.8,6.1,0.0,-0.2,3.9,0.8,-9.1,2.7
2,577500,-0.1,-1.8,2.7,-6.0,-0.1,6.1,0.7,-1.0,6.8,-4.2
2,577600,-8.9,0.8,0.3,-1.3,0.2,3.0,-5.0,0.2,-2.2,4.9
2,577700,0.3,-6.8,-1.1,0.4,-0.2,-4.0,-0.7,-1.5,7.4,-1.8
2,577800,1.2,4.4,-3.9,5.5,0.2,-5.1,-3.1,-1.4,-2.5,-1.5
2,577900,6.8,-1.8,8.1,-3.0,0.1,-0.7,-2.4,-0.9,7.8,-2.2
2,578000,-1.1,2.7,-4.5,1.3,-0.2,-0.1,7.8,1.8,1.6,-3.7
2,578100,1.9,2.5,-6.5,-4.8,-3.5,-1.3,-1.2,0.8,8.1,3.7
2,578200,-2.5,5.0,-3.0,5.2,3.5,-1.3,-9.5,0.2,7.6,5.4
2,578300,1.6,0.4,8.5,-2.0,-0.1,-4.6,-4.4,3.0,-2.8,3.8
2,578400,-0.4,-2.6,-6.1,-1.8,0.2,-2.5,-7.3,-2.5,-7.4,7.1
2,578500,-2.8,8.8,1.5,-1.3,-0.1,-1.3,-3.6,-0.2,-1.5,5.8
2,578600,3.2,2.2,1.4,-1.9,0.0,-6.6,-7.1,-1.0,-6.3,9.1
2,578700,-6.3,-5.3,3.6,-2.3,-0.1,6.1,6.3,-1.9,-5.2,2.4
2,578800,4.7,-4.7,3.5,0.6,0.0,-5.7,1.2,-0.5,-2.7,2.1
2,578900,-5.0,10.2,-4.4,-3.3,0.0,-3.3,-1.1,0.6,-3.7,2.7
2,579000,3.6,12.2,-1.7,-0.8,0.0,-2.2,1.2,2.2,3.3,-3.0
2,579100,-2.9,-3.5,10.6,1.3,0.3,-0.8,-2.3,-1.9,-5.4,-0.3
2,579200,0.3,-0.4,2.6,4.6,-0.2,3.2,-5.6,1.1,-1.3,1.9
2,579300,3.2,-4.0,4.2,-1.0,0.1,5.7,-3.7,1.0,-1.5,0.8
2,579400,0.2,0.1,-10.7,-1.2,-0.1,4.9,-5.2,-0.2,4.0,6.7
2,579500,3.8,-5.2,-1.4,8.6,0.0,-0.2,6.3,-1.0,-6.3,2.8
2,579600,-7.0,8.7,-7.0,-9.4,-0.1,-4.6,4.0,-0.2,-10.2,-6.9
2,579700,9.2,1.7,-4.3,-2.9,0.1,-4.9,0.5,-2.4,2.4,0.9
2,579800,-7.4,15.7,5.9,-3.5,0.0,-2.9,4.4,-0.2,-4.5,-2.1
2,579900,6.9,8.8,-4.3,-3.6,0.1,2.1,-2.2,-0.4,7.0,-4.5
2,580000,0.9,11.0,-8.5,-7.3,-0.1,-2.7,-8.8,-0.7,-2.2,7.5
2,580100,1.9,-4.6,0.4,3.0,0.2,4.0,-1.3,-0.8,-2.8,-4.1
2,580200,-0.9,-1.2,2.0,-4.5,-0.1,-3.0,-3.3,-0.9,4.5,5.5
2,580300,1.8,-0.2,-1.6,6.0,0.0,-6.1,3.4,-0.1,4.3,-0.8
2,580400,0.3,-4.8,0.0,-10.8,-0.1,1.9,-3.3,-0.6,1.2,1.9
2,580500,-5.1,-5.8,5.3,3.2,-0.1,-2.1,-3.0,0.9,6.5,-3.6
2,580600,-3.9,8.0,5.0,-4.9,0.0,0.1,-3.2,-0.5,3.9,4.6
2,580700,-7.5,6.4,1.2,1.9,0.2,4.8,-5.0,0.2,-5.6,-3.4
2,580800,9.3,-3.3,-1.6,1.7,-0.2,-2.8,1.9,1.5,3.4,8.0
2,580900,-0.6,14.4,-5.9,7.1,0.0,3.9,-0.1,0.0,-2.6,-1.7
2,581000,-8.4,3.7,1.4,1.6,0.1,-2.0,-1.1,-0.7,5.1,3.6
2,581100,-3.5,-2.8,6.6,5.9,-0.1,3.8,2.9,0.4,-5.4,-2.5
2,581200,8.9,1.6,1.7,-4.7,0.2,-3.5,0.8,0.5,5.1,0.3
2,581300,-3.7,-1.5,0.1,-1.5,0.0,-1.7,-2.3,0.7,-5.1,-6.5
2,581400,1.3,7.9,5.3,-2.5,-0.2,-4.8,-5.7,0.2,-2.9,0.8
2,581500,2.6,0.6,-4.5,0.8,0.1,0.4,3.2,0.5,-1.1,0.0
2,581600,3.7,1.0,10.6,14.7,0.1,2.7,3.0,1.9,7.8,2.2
2,581700,-0.6,-10.3,4.0,-9.7,-0.2,-1.5,-0.6,-5.1,5.7,-0.5
2,581800,12.2,8.0,-3.8,-3.1,0.1,-7.8,-1.1,-0.7,-5.7,-1.1
